Wikipedia_movie_ID,Movie_name,Movie_release_date,Movie_box_office_revenue,Movie_runtime,Movie_Languages,Movie_Countries,Movie_Genres,Year,Month,Revenue_with_inflation,log_revenues
1232511,Sugar & Spice,2001-01-26,16908947.0,84.0,['English Language'],['United States of America'],"['Crime Fiction', 'Heist', 'Crime Comedy', 'Action/Adventure', 'Comedy', 'Black comedy', 'Action', 'Teen']",2001,1.0,27941772.356211178,17.145633344148116
3606413,Impostor,2001-12-04,8145549.0,102.0,['English Language'],['United States of America'],"['Thriller', 'Alien Film', 'Science Fiction', 'Action', 'Drama']",2001,12.0,13460393.238819875,16.415262097119612
1267713,The Others,2001-08-02,218947037.0,104.0,"['French Language', 'English Language']","['United States of America', 'Spain', 'Italy', 'France']","['Thriller', 'Horror', 'Supernatural', 'Mystery', 'Period piece', 'Drama', 'Suspense']",2001,8.0,361806578.8437888,19.70662031440799
3842309,K-PAX,2001-10-22,65001485.0,121.0,['English Language'],"['United States of America', 'Germany']","['Mystery', 'Science Fiction', 'Drama']",2001,10.0,107413944.6226708,18.492200569810702
1474328,Serendipity,2001-09-13,77516304.0,93.0,"['French Language', 'English Language']",['United States of America'],"['Romantic comedy', 'Romance Film', 'Fantasy', 'Comedy']",2001,9.0,128094488.69068323,18.66827874244949
2520368,Lost and Delirious,2001-07-20,307233.0,100.0,['English Language'],['Canada'],"['LGBT', 'Indie', 'Gay Themed', 'Gay', 'Gay Interest', 'Coming of age', 'Film adaptation', 'Drama', 'Romantic drama', 'Romance Film', 'Teen']",2001,7.0,507697.76180124225,13.137641592419254
1010466,Dark Blue World,2001,258771.0,112.0,"['Czech Language', 'German Language', 'English Language', 'Slovak Language']","['Italy', 'Czech Republic', 'United Kingdom', 'Germany']","['Buddy film', 'Action', 'Drama', 'World cinema', 'War film']",2001,,427615.0593167702,12.965978675746673
2958168,Lovely & Amazing,2001-08-31,4695781.0,91.0,['English Language'],['United States of America'],"['Romantic comedy', 'Indie', 'Family Drama', 'Comedy-drama', 'Drama', 'Comedy', 'Romance Film', 'Domestic Comedy']",2001,8.0,7759705.186645962,15.864454900026107
236122,Don't Say a Word,2001-09-24,100020092.0,113.0,"['Italian Language', 'English Language']","['United States of America', 'Australia']","['Thriller', 'Crime Fiction', 'Suspense', 'Psychological thriller']",2001,9.0,165281648.92298135,18.92316153982856
7893461,The Girl,2001-04-06,104883.0,84.0,"['French Language', 'English Language']","['France', 'United States of America']","['LGBT', 'Thriller', 'Indie', 'Erotic thriller', 'Mystery', 'Drama', 'Romantic drama', 'Romance Film']",2001,4.0,173317.5288819876,12.0628806182054
1376896,Out Cold,2001,13906394.0,89.0,['English Language'],['United States of America'],"['Sports', 'Comedy']",2001,,22980100.14720497,16.95013918839127
957792,Cats & Dogs,2001-07-04,200687492.0,86.0,['English Language'],"['United States of America', 'Australia']","['Fantasy Comedy', 'Fantasy Adventure', 'Adventure', ""Children's/Family"", 'Comedy', 'Family Film', 'Action']",2001,7.0,331632964.2645963,19.61953938600895
1218494,Atanarjuat,2001-05-13,5998310.0,168.0,['Inuktitut'],['Canada'],"['Fantasy', 'Drama']",2001,5.0,9912114.133540373,16.10926821690807
2259388,Session 9,2001-07,378176.0,102.0,['English Language'],['United States of America'],"['Haunted House Film', 'Mystery', 'Horror', 'Psychological thriller', 'Psychological horror']",2001,,624929.9677018634,13.345394870763261
42507,In the Bedroom,2001-12-25,43368779.0,131.0,['English Language'],['United States of America'],"['Crime Fiction', 'Drama', 'Indie', 'Psychological thriller']",2001,12.0,71666233.86925466,18.087530258371935
2216810,The Anniversary Party,2001-05-15,4013506.0,115.0,['English Language'],['United States of America'],"['Ensemble Film', 'Indie', 'Comedy-drama', 'Marriage Drama', 'Drama', 'Comedy', 'Black comedy']",2001,5.0,6632256.343478261,15.707455627565095
17284460,Chelsea Walls,2001,60902.0,109.0,[],['United States of America'],"['Ensemble Film', 'Drama', 'Indie']",2001,,100639.60931677019,11.519301189939155
49800,Lara Croft: Tomb Raider,2001-06-15,274703340.0,94.0,['English Language'],"['United States of America', 'Japan', 'United Kingdom', 'Germany']","['Thriller', 'Fantasy Adventure', 'Japanese Movies', 'Adventure', 'Action/Adventure', 'Fantasy', 'Action']",2001,6.0,453943003.7701863,19.933482205768104
277666,Tomcats,2001-03-30,13558739.0,95.0,['English Language'],['United States of America'],"['Romantic comedy', 'Romance Film', 'Screwball comedy', 'Comedy']",2001,3.0,22405605.658074535,16.924821738109923
1312584,The Gift,2001-01-19,44567606.0,111.0,['English Language'],['United States of America'],"['Thriller', 'Crime Fiction', 'Supernatural', 'Psychological thriller', 'Mystery', 'Fantasy', 'Suspense', 'Crime Thriller', 'Courtroom Drama']",2001,1.0,73647276.87142856,18.114797726278006
1031292,Brotherhood of the Wolf,2001-01-31,70752904.0,144.0,"['French Language', 'Italian Language', 'German Language']",['France'],"['Thriller', 'Science Fiction', 'Horror', 'Erotica', 'World cinema', 'Costume drama', 'Historical fiction', 'Creature Film', 'Mystery', 'Martial Arts Film', 'Costume Horror', 'Action', 'Steampunk', 'Adventure']",2001,1.0,116918075.21242236,18.57698403563957
1135295,Thir13en Ghosts,2001-10-23,68467960.0,91.0,['English Language'],"['United States of America', 'Canada']","['Thriller', 'Mystery', 'Horror', 'Supernatural']",2001,10.0,113142240.73291925,18.54415635264091
1321163,Made,2001-07-13,5480653.0,95.0,['English Language'],['United States of America'],"['Thriller', 'Crime Fiction', 'Drama', 'Comedy']",2001,7.0,9056693.979192546,16.019014708466997
426761,Wet Hot American Summer,2001-07-27,295206.0,97.0,['English Language'],['United States of America'],"['Parody', 'Romance Film', 'Comedy', 'Indie']",2001,7.0,487823.3310559006,13.097708592763068
296377,Haunted Castle,2001-02-23,13651656.0,40.0,['English Language'],"['United States of America', 'Belgium']","['Thriller', 'Short Film', 'Horror', 'Animation']",2001,2.0,22559149.557763975,16.93165128697596
9985703,The Last Kiss,2001,17720347.0,118.0,['Italian Language'],['Italy'],"['Romantic comedy', 'World cinema', 'Drama', 'Comedy', 'Romantic drama', 'Romance Film']",2001,,29282598.256832298,17.19250398140017
2251266,Ocean's Eleven,2001-12-05,450717150.0,117.0,"['Italian Language', 'English Language', 'Cantonese']",['United States of America'],"['Crime Fiction', 'Heist', 'Remake', 'Action/Adventure', 'Thriller', 'Comedy', 'Action']",2001,12.0,744803091.6614907,20.428630434914073
1983207,Angel Eyes,2001-05-18,29715606.0,103.0,['English Language'],['United States of America'],"['Crime Fiction', 'Romantic drama', 'Romance Film', 'Drama']",2001,5.0,49104577.49254658,17.7094628163734
1374201,Saving Silverman,2001-02-09,26086706.0,93.0,"['English Language', 'Thai Language']","['United States of America', 'Australia']","['Crime Fiction', 'Romantic comedy', 'Buddy film', 'Screwball comedy', 'Gross-out film', 'Comedy', 'Black comedy', 'Gross out', 'Romance Film']",2001,2.0,43107876.591925465,17.57921628992974
1514718,The Wash,2001-11-16,10229331.0,93.0,['English Language'],['United States of America'],"['Thriller', 'Action/Adventure', 'Action', 'Comedy']",2001,11.0,16903810.63695652,16.64304963595289
12481451,Bride of the Wind,2001-06-08,419414.0,99.0,['English Language'],"['United States of America', 'Austria', 'United Kingdom', 'Germany']","['Biography', 'Indie', 'Period piece', 'Drama', 'Biopic [feature]', 'Romantic drama', 'Romance Film', 'Biographical film']",2001,6.0,693075.1223602485,13.448893673971243
99304,Pearl Harbor,2001-05-21,449220945.0,184.0,"['French Language', 'Japanese Language', 'English Language']",['United States of America'],"['Action/Adventure', 'Period piece', 'Drama', 'War film', 'Romantic drama', 'Romance Film', 'Action', 'Airplanes and airports']",2001,5.0,742330636.1319876,20.425305303136945
1184167,The Tailor of Panama,2001,28008462.0,115.0,['English Language'],"['United States of America', 'Ireland', 'United Kingdom', 'Panama']","['Thriller', 'Comedy-drama', 'Political satire', 'Satire', 'Drama', 'Film adaptation', 'Black comedy', 'Political drama', 'Spy']",2001,,46283548.54099379,17.650297132825568
894764,Sweet November,2001-02-12,65754228.0,115.0,['English Language'],['United States of America'],"['Romantic comedy', 'Romantic drama', 'Romance Film', 'Drama']",2001,2.0,108657840.74161491,18.50371442719515
11762841,Spy Kids,2001-03-30,147934180.0,88.0,"['English Language', 'Spanish Language']",['United States of America'],"['Science Fiction', 'Adventure', ""Children's"", 'Comedy', 'Family Film', 'Action', 'Spy']",2001,3.0,244458935.3354037,19.31455789913498
3439619,Read my Lips,2001-09-10,1600000.0,119.0,['French Language'],['France'],"['Thriller', 'Crime Fiction', 'World cinema', 'Psychological thriller', 'Drama', 'Romantic drama', 'Romance Film']",2001,9.0,2643975.155279503,14.787794083267926
444267,Legally Blonde,2001-06-26,141774679.0,97.0,['English Language'],['United States of America'],"['Romantic comedy', 'Comedy of manners', 'Comedy', 'Courtroom Comedy', 'Political cinema', 'Romance Film']",2001,6.0,234280455.5773292,19.272029483768776
6198415,Metropolis,2001-05-26,4035192.0,104.0,['Japanese Language'],['Japan'],"['Science Fiction', 'Anime', 'Japanese Movies', 'Dystopia', 'Animation']",2001,5.0,6668092.1217391305,15.712844338255158
957359,The Mummy Returns,2001-04-29,433013274.0,125.0,"['Arabic Language', 'English Language']",['United States of America'],"['Thriller', 'Monster movie', 'Horror', 'Adventure', 'Supernatural', 'Costume drama', 'Costume Adventure', 'Creature Film', 'Action/Adventure', 'Fantasy', 'Adventure Comedy', 'Action']",2001,4.0,715547711.4763975,20.38855883744394
1241597,Enigma,2001,15705007.0,119.0,"['German Language', 'English Language']","['United States of America', 'Germany', 'United Kingdom', 'Netherlands']","['Thriller', 'Film adaptation', 'Mystery', 'Period piece', 'Drama', 'War film', 'Romance Film', 'Spy']",2001,,25952280.200931676,17.071770032730623
2967115,Hardball,2001-09-10,44102389.0,109.0,"['German Language', 'English Language']","['United States of America', 'Germany']","['Sports', 'Drama', 'Comedy']",2001,9.0,72878513.00279503,18.10430440734332
963435,Swordfish,2001-06-04,147080413.0,97.0,"['English Language', 'German Language']","['United States of America', 'Australia']","['Thriller', 'Crime Fiction', 'Gangster Film', 'Caper story', 'Action/Adventure', 'Drama', 'Suspense', 'Crime Thriller', 'Action']",2001,6.0,243048098.62515527,19.308769918446966
1653220,Hearts in Atlantis,2001-09-28,30919415.0,101.0,['English Language'],['United States of America'],"['Thriller', 'Supernatural', 'Americana', 'Childhood Drama', 'Period piece', 'Drama', 'Film adaptation']",2001,9.0,51093853.17236025,17.749174757769413
5835745,Say It Isn't So,2001-03-23,12320393.0,93.0,['English Language'],['United States of America'],"['Romantic comedy', 'Gross-out film', 'Comedy', 'Gross out', 'Romance Film', 'Comedy of Errors', 'Slapstick']",2001,3.0,20359258.12204969,16.82904631096944
2480828,Valentine,2001-02-02,36684136.0,96.0,['English Language'],['United States of America'],"['Horror', 'Slasher', 'Teen']",2001,2.0,60619965.110559,17.920134854050364
1506960,Get Over It,2001-03-09,19900366.0,86.0,['English Language'],['United States of America'],"['Romantic comedy', 'Sex comedy', 'School story', 'Gay', 'Musical', 'Gay Interest', 'Comedy', 'Gay Themed', 'Romance Film', 'Teen']",2001,3.0,32885045.80310559,17.308528577543306
1608670,Frailty,2001-11-17,17423030.0,100.0,['English Language'],"['United States of America', 'Italy', 'Germany']","['Thriller', 'Crime Fiction', 'Horror', 'Psychological thriller', 'Mystery', 'Period piece', 'Drama', 'Suspense', 'Crime Thriller']",2001,11.0,28791286.5310559,17.175583348323382
2838499,The Grey Zone,2001,517872.0,108.0,"['German Language', 'English Language']",['United States of America'],"['Period piece', 'Historical fiction', 'Drama', 'Indie']",2001,,855775.4385093168,13.659763282517146
1374014,Kiss of the Dragon,2001-06-25,64437847.0,100.0,"['French Language', 'Standard Mandarin', 'English Language']","['France', 'United States of America']","['Thriller', 'Action Thrillers', 'Martial Arts Film', 'Drama', 'Crime Thriller', 'Action']",2001,6.0,106482541.57981366,18.483491600847913
13814145,The Amati Girls,2001-01-09,49136.0,91.0,['English Language'],['United States of America'],"['Family Drama', 'Drama']",2001,1.0,81196.47701863354,11.30462713873852
754323,Josie and the Pussycats,2001-04-06,14866015.0,99.0,['English Language'],"['United States of America', 'Canada']","['Parody', 'Musical', 'Comedy', 'Teen']",2001,4.0,24565858.948757764,17.016868189338638
10707864,Son of the Bride,2001-08-16,8597323.0,124.0,['Spanish Language'],"['Spain', 'Argentina']","['Romance Film', 'Drama', 'Indie', 'World cinema', 'Comedy']",2001,8.0,14206942.758695653,16.4692413297545
106328,Black Hawk Down,2001-12-18,172989651.0,140.0,"['Somali Language', 'English Language']",['United States of America'],"['History', 'Action/Adventure', 'Drama', 'War film', 'Action', 'Combat Films']",2001,12.0,285862712.102795,19.471022225921384
1357149,The Affair of the Necklace,2001-11-20,471210.0,108.0,['English Language'],['United States of America'],"['Costume drama', 'Historical fiction', 'Period piece', 'Drama', 'Romantic drama', 'Romance Film', 'Political drama', 'Historical drama']",2001,11.0,778667.2080745342,13.565339029563104
171626,Ali,2001-12-25,87713825.0,151.0,['English Language'],['United States of America'],"['Biography', 'Boxing', 'Sports', 'Period piece', 'Drama', 'Biographical film']",2001,12.0,144945733.79658386,18.79186998065723
518018,Freddy Got Fingered,2001-04-18,14333252.0,93.0,['English Language'],['United States of America'],"['Thriller', 'Absurdism', 'Screwball comedy', 'Surrealism', 'Action/Adventure', 'Gross-out film', 'Comedy', 'Gross out', 'Black comedy', 'Action']",2001,4.0,23685476.363975156,16.98037260661294
1743074,Black Knight,2001-11-15,39976235.0,96.0,['English Language'],['United States of America'],"['Science Fiction', 'Adventure', 'Costume drama', 'Adventure Comedy', 'Comedy', 'Fantasy', 'Time travel', 'Fantasy Comedy']",2001,11.0,66060107.588509314,18.00607560657393
20179720,Ghost World,2001,8761393.0,111.0,['English Language'],"['United States of America', 'United Kingdom', 'Germany']","['Indie', 'Comedy-drama', 'Action/Adventure', 'Coming of age', 'Comedy', 'Black comedy', 'Teen']",2001,,14478065.886024844,16.488145364593265
248222,The Fast and the Furious,2001-06-18,207283925.0,107.0,['English Language'],"['United States of America', 'Germany']","['Crime Fiction', 'Thriller', 'Sports', 'Action/Adventure', 'Action', 'Auto racing']",2001,6.0,342533467.3680124,19.65187992583586
2320355,The Closet,2001-01-17,50104745.0,85.0,['French Language'],['France'],"['LGBT', 'Comedy', 'World cinema']",2001,1.0,82797313.08850932,18.231906168207086
997174,Domestic Disturbance,2001-11-02,54249294.0,92.0,['English Language'],['United States of America'],"['Thriller', 'Crime Fiction', 'Psychological thriller', 'Mystery', 'Drama', 'Suspense', 'Crime Thriller']",2001,11.0,89646115.95465839,18.311380432533195
3361673,Town & Country,2001-04-27,10372291.0,104.0,['English Language'],['United States of America'],"['Romantic comedy', 'Romance Film', 'Screwball comedy', 'Comedy']",2001,4.0,17140049.817080744,16.656928377610473
420532,Lucía y el sexo,2001-08-24,7640680.0,128.0,"['English Language', 'Spanish Language']","['France', 'Spain']","['Erotic Drama', 'Erotica', 'World cinema', 'Drama', 'Romantic drama', 'Romance Film']",2001,8.0,12626105.05590062,16.35127705847549
5537493,My Wife is an Actress,2001,5169438.0,95.0,"['French Language', 'English Language']",['France'],"['Romantic comedy', 'Romance Film', 'Drama', 'Comedy', 'World cinema']",2001,,8542416.024223601,15.960554432571916
8856075,The Shipping News,2001-12-25,24405825.0,111.0,['English Language'],['United States of America'],"['Romantic drama', 'Romance Film', 'Drama', 'Film adaptation']",2001,12.0,40330246.84006211,17.512612287338186
1373922,How High,2001-12-17,31283740.0,94.0,['English Language'],['United States of America'],"['Stoner film', 'Comedy']",2001,12.0,51695894.57763975,17.76088892776934
5897288,Head Over Heels,2001-04-20,13127022.0,89.0,"['Russian Language', 'English Language']","['United States of America', 'Canada', 'United Kingdom']","['Short Film', 'Romantic comedy', 'Romance Film', 'Comedy', 'Animation']",2001,4.0,21692200.01925466,16.892463307777152
732851,Behind Enemy Lines,2001-11-17,91753202.0,105.0,"['Czech Language', 'Spanish Language', 'Serbo-Croatian', 'English Language', 'Serbian language', 'Bosnian language']",['United States of America'],"['Thriller', 'Action/Adventure', 'Action', 'Drama', 'War film']",2001,11.0,151620741.56583852,18.836892839530467
4752795,Before Night Falls,2001-01-26,8527517.0,125.0,"['French Language', 'English Language', 'Russian Language', 'Spanish Language']",['United States of America'],"['LGBT', 'Biography', 'Biopic [feature]', 'Gay', 'Gay Interest', 'Drama', 'Gay Themed', 'Political drama']",2001,1.0,14091589.42763975,16.461088682881144
2910440,Storytelling,2001-09-21,912442.0,83.0,"['English Language', 'Spanish Language']",['United States of America'],"['Ensemble Film', 'Comedy-drama', 'Satire', 'Drama', 'Comedy', 'Black comedy']",2001,9.0,1507796.2366459628,14.226159696832736
7784121,Manic,2001,67000.0,100.0,[],['United States of America'],"['Drama', 'Indie']",2001,,110716.45962732918,11.614727794431019
702217,The 51st State,2001,14439698.0,93.0,['English Language'],"['Canada', 'United Kingdom']","['Thriller', 'Crime Fiction', 'Buddy film', 'Indie', 'Action/Adventure', 'Comedy', 'Action']",2001,,23861376.726086956,16.98777167314074
197558,"Monsters, Inc.",2001-10-28,526366597.0,95.0,['English Language'],['United States of America'],"['Adventure', ""Children's/Family"", 'Computer Animation', 'Educational', 'Creature Film', 'Animation', 'Fantasy', 'Comedy', 'Family Film', 'Fantasy Comedy']",2001,10.0,869812628.1481366,20.583788376472796
623452,Hannibal,2001-02-09,351692268.0,132.0,"['Japanese Language', 'Italian Language', 'English Language']","['United States of America', 'United Kingdom']","['Thriller', 'Horror', 'Psychological thriller', 'Action/Adventure', 'Mystery', 'Drama', 'Suspense', 'Film adaptation', 'Crime Thriller', 'Action']",2001,2.0,581166011.8099378,20.180547008614454
3130706,Kingdom Come,2001-02-08,23396049.0,95.0,['English Language'],['United States of America'],"['Family Film', 'Drama', 'Comedy']",2001,2.0,38661607.67981366,17.47035761597588
980601,Tape,2001,490475.0,83.0,['English Language'],['United States of America'],"['Crime Fiction', 'Drama', 'Psychological thriller', 'Indie']",2001,,810502.3214285714,13.605409484346945
223268,The Royal Tenenbaums,2001-10-05,71441250.0,110.0,"['Italian Language', 'English Language']",['United States of America'],"['Comedy of manners', 'Comedy-drama', 'Cult', 'Drama', 'Comedy', 'Black comedy']",2001,10.0,118055556.28881988,18.586665887637807
241471,American Pie 2,2001-08-06,287553595.0,108.0,['English Language'],['United States of America'],"['Ensemble Film', 'Sex comedy', 'Gross-out film', 'Comedy', 'Gross out', 'Romance Film', 'Teen']",2001,8.0,475177850.6195652,19.979199714277335
20786,Mulholland Drive,2001-05-16,20112339.0,147.0,"['English Language', 'Spanish Language']","['France', 'United States of America']","['LGBT', 'Crime Fiction', 'Indie', 'Erotic thriller', 'Surrealism', 'Psychological thriller', 'Mystery', 'Thriller', 'Drama', 'Crime Thriller', 'Neo-noir']",2001,5.0,33235327.894099377,17.31912396133662
1748482,Recess: School's Out,2001-02-16,44460850.0,83.0,['English Language'],['United States of America'],"['Adventure', 'Family Film', 'Comedy', 'Animation']",2001,2.0,73470864.23913044,18.11239948068408
375183,Enemy at the Gates,2001-02-07,96976270.0,129.0,"['Russian Language', 'English Language', 'German Language']","['United States of America', 'Ireland', 'United Kingdom', 'Germany']","['Thriller', 'Historical fiction', 'Period piece', 'Drama', 'Suspense', 'War film', 'Romance Film', 'Action', 'Combat Films']",2001,2.0,160251780.33229813,18.89225676342127
142481,Moulin Rouge!,2001,179213434.0,127.0,"['French Language', 'German Language', 'English Language', 'Spanish Language']","['United States of America', 'Australia', 'United Kingdom']","['Jukebox musical', 'Costume drama', 'Remake', 'Musical', 'Period piece', 'Drama', 'Comedy', 'Romantic drama', 'Romance Film']",2001,,296147416.8677018,19.506367918271028
1267018,Mean Machine,2001-12-26,7310206.0,98.0,['English Language'],"['United States of America', 'United Kingdom']","['Sports', 'Drama', 'Prison', 'Comedy']",2001,12.0,12080001.902484471,16.307061907961366
57820,Donnie Darko,2001-01-19,4116307.0,112.0,['English Language'],['United States of America'],"['Thriller', 'Science Fiction', 'Indie', 'Doomsday film', 'Tragedy', 'Comedy-drama', 'Psychological thriller', 'Mystery', 'Period piece', 'Satire', 'Fantasy', 'Drama', 'Coming of age', 'Time travel', 'Teen']",2001,1.0,6802133.399689441,15.73274685619017
289591,Spy Game,2001-11-19,143049560.0,126.0,"['French Language', 'Arabic Language', 'German Language', 'English Language', 'Cantonese']","['United States of America', 'France', 'Japan', 'Germany']","['Crime Fiction', 'Thriller', 'Japanese Movies', 'Action/Adventure', 'Political thriller', 'Action', 'Spy']",2001,11.0,236387176.63354036,19.280981597665974
940565,Monsoon Wedding,2001-08-30,30787356.0,116.0,"['Hindi Language', 'Punjabi language', 'English Language', 'Urdu Language']","['United States of America', 'France', 'Italy', 'India', 'Germany']","['Romantic comedy', 'Indie', 'World cinema', 'Family Drama', 'Comedy-drama', 'Drama', 'Comedy', 'Romantic drama', 'Romance Film', 'Domestic Comedy', 'Art film']",2001,8.0,50875627.725465834,17.74489454023501
362335,All Over the Guy,2001,1051948.0,94.0,['English Language'],['United States of America'],"['Romantic comedy', 'LGBT', 'Indie', 'Gay', 'Gay Interest', 'Comedy', 'Gay Themed', 'Romance Film']",2001,,1738327.7354037266,14.368434137458227
7723663,"February 15, 1839",2001-01-16,248093.0,120.0,['French Language'],['Canada'],"['Drama', 'War film']",2001,1.0,409969.8301242236,12.923838850910109
473260,The Business of Strangers,2001-12-07,1028337.0,85.0,['English Language'],['United States of America'],"['Thriller', 'Drama', 'Psychological thriller', 'Indie']",2001,12.0,1699310.9245341613,14.345733388345268
654742,Jimmy Neutron: Boy Genius,2001-12-21,102992536.0,83.0,['English Language'],['United States of America'],"['Adventure', ""Children's/Family"", 'Computer Animation', 'Fantasy', ""Children's Fantasy"", 'Family Film']",2001,12.0,170193566.47701862,18.95244697360662
1139962,O,2001-08-31,19210835.0,94.0,['English Language'],['United States of America'],"['Sports', 'Drama', 'Film adaptation', 'Romantic drama', 'Romance Film', 'Teen']",2001,8.0,31745606.532608695,17.273264896802296
37599,Traffic,2001-01-05,207515725.0,143.0,"['English Language', 'Spanish Language']",['United States of America'],"['Thriller', 'Crime Fiction', 'Gangster Film', 'Drama', 'Crime Thriller', 'Political drama']",2001,1.0,342916513.26863354,19.652997573954075
846828,The Piano Teacher,2001-05-14,13897768.0,131.0,"['French Language', 'German Language']","['France', 'Austria', 'Germany']","['Music', 'Erotic Drama', 'Drama']",2001,5.0,22965845.816149067,16.949518705725634
2988222,One Night at McCool's,2001-04-20,14473370.0,93.0,['English Language'],['United States of America'],"['Crime Fiction', 'Heist', 'Crime Comedy', 'Comedy', 'Black comedy']",2001,4.0,23917019.18322981,16.990100863195764
1569634,Save the Last Dance,2001-01-09,131706809.0,112.0,['English Language'],['United States of America'],"['Dance', 'Drama', 'Romantic drama', 'Music', 'Romance Film', 'Musical Drama', 'Teen']",2001,1.0,217643456.7357143,19.198368762270213
65669,A Knight's Tale,2001-03-08,117487473.0,144.0,['English Language'],['United States of America'],"['Romantic comedy', 'Adventure', 'Costume Adventure', 'Action/Adventure', 'Period piece', 'Drama', 'Comedy', 'Action']",2001,3.0,194146224.79285714,19.0841221691569
27567823,Shackleton's Antarctic Adventure,2001-02-10,15553324.0,40.0,[],['United States of America'],"['Short Film', 'History', 'Travel', 'Documentary']",2001,2.0,25701626.398757763,17.062064831861456
4614452,Texas Rangers,2001-04,763740.0,86.0,['English Language'],['United States of America'],"['Action/Adventure', 'Western', 'Drama']",2001,,1262068.4906832299,14.04826259215045
1690432,Jeepers Creepers,2001-07-20,59217789.0,87.0,['English Language'],"['United States of America', 'Germany']","['Monster movie', 'Horror', 'Road-Horror', 'Supernatural', 'Cult', 'Mystery', 'Teen']",2001,7.0,97856476.7916149,18.399012440638977
432364,Bully,2001-06-15,480811.0,109.0,['English Language'],"['United States of America', 'France']","['Crime Fiction', 'LGBT', 'Indie', 'Drama', 'Film adaptation', 'Crime Thriller', 'Teen']",2001,6.0,794532.7114906833,13.585509436535114
5523710,The Devil's Backbone,2001-04-20,6459020.0,108.0,['Spanish Language'],"['Mexico', 'Spain']","['Thriller', 'Horror', 'World cinema', 'Supernatural', 'Gothic Film', 'Mystery', 'Period piece', 'Fantasy', 'Haunted House Film']",2001,4.0,10673430.254658384,16.18326805752229
15782460,Hedwig and the Angry Inch,2001-01-19,3644200.0,93.0,"['German Language', 'English Language']",['United States of America'],"['LGBT', 'Romantic comedy', 'Indie', 'Comedy-drama', 'Cult', 'Musical', 'Drama', 'Comedy']",2001,1.0,6021983.9130434785,15.61092731665583
963301,Joe Dirt,2001-04-11,30987695.0,98.0,['English Language'],['United States of America'],"['Adventure', 'Mystery', 'Gross-out film', 'Comedy', 'Gross out', 'Romance Film', 'Action', 'Slapstick']",2001,4.0,51206684.8121118,17.751380644223723
101523,Jay and Silent Bob Strike Back,2001-08-22,33788161.0,104.0,['English Language'],['United States of America'],"['Road movie', 'Stoner film', 'Buddy film', 'Comedy']",2001,8.0,55834411.39161491,17.837900928881414
1704458,Lantana,2001,15747450.0,121.0,['English Language'],"['Australia', 'New Zealand', 'Germany']","['Thriller', 'Crime Fiction', 'World cinema', 'Ensemble Film', 'Psychological thriller', 'Mystery', 'Marriage Drama', 'Drama', 'Crime Thriller']",2001,,26022416.59937888,17.074468901423934
