,Actor_name,Wikipedia_movie_ID,Actor age at movie release,log_revenues,Revenue_with_inflation,revenues_in_millions
75,John Travolta,5420159.681818182,42.627906976744185,18.258833546808305,229328962.07244873,85.05711643139544
76,Paul Newman,4335241.8,52.36666666666667,18.24742135636937,197969879.36624908,84.09194624859707
77,Michelle Pfeiffer,5652879.405405405,37.108108108108105,18.22407144260429,185538163.75991634,82.1511534069732
78,Morgan Freeman,6336417.354166667,60.666666666666664,18.21144868091262,233165815.4533328,81.1206962645041
79,James Earl Jones,3055806.5142857144,58.529411764705884,18.21074183531559,397038497.4851833,81.06337671794266
80,Dom DeLuise,2070590.423076923,50.23076923076923,18.20997318073897,156217716.2392178,81.00109092362916
81,Samuel L. Jackson,4569980.0,51.56521739130435,18.202691290376972,285232763.1931226,80.41339223596248
82,Patrick Stewart,3808412.0,57.03703703703704,18.199627717539315,197161875.4706334,80.16741692574702
83,Ben Stiller,7591386.7441860465,35.76744186046512,18.19796276920532,227923753.71649745,80.03405337101742
84,Alan Rickman,6452035.275862069,55.41379310344828,18.197410548472,528640585.16393554,79.98986910823025
