Wikipedia_movie_ID,Month,Revenue_with_inflation,log_revenues
975900,8.0,23152682.320496894,16.957621198760567
156558,6.0,48552718.73571429,17.698160749809627
5566878,8.0,7559723.168322981,15.838345129538567
570743,2.0,117634589.17453416,18.58309367581613
366111,11.0,233115753.1242236,19.267045682692995
703687,11.0,74212228.26273292,18.122439495943894
277710,3.0,95441567.38136646,18.374024758307332
22751,7.0,60154268.546583846,17.91242296289755
2352505,10.0,12090663.732298136,16.307944120364308
532618,7.0,233364977.52732918,19.26811421311855
1232511,1.0,27941772.356211178,17.145633344148116
3606413,12.0,13460393.238819875,16.415262097119612
1267713,8.0,361806578.8437888,19.70662031440799
3842309,10.0,107413944.6226708,18.492200569810702
1474328,9.0,128094488.69068323,18.66827874244949
2520368,7.0,507697.76180124225,13.137641592419254
2958168,8.0,7759705.186645962,15.864454900026107
236122,9.0,165281648.92298135,18.92316153982856
7893461,4.0,173317.5288819876,12.0628806182054
957792,7.0,331632964.2645963,19.61953938600895
1218494,5.0,9912114.133540373,16.10926821690807
42507,12.0,71666233.86925466,18.087530258371935
2216810,5.0,6632256.343478261,15.707455627565095
49800,6.0,453943003.7701863,19.933482205768104
277666,3.0,22405605.658074535,16.924821738109923
1312584,1.0,73647276.87142856,18.114797726278006
1031292,1.0,116918075.21242236,18.57698403563957
1135295,10.0,113142240.73291925,18.54415635264091
1321163,7.0,9056693.979192546,16.019014708466997
426761,7.0,487823.3310559006,13.097708592763068
296377,2.0,22559149.557763975,16.93165128697596
2251266,12.0,744803091.6614907,20.428630434914073
1983207,5.0,49104577.49254658,17.7094628163734
1374201,2.0,43107876.591925465,17.57921628992974
1514718,11.0,16903810.63695652,16.64304963595289
12481451,6.0,693075.1223602485,13.448893673971243
99304,5.0,742330636.1319876,20.425305303136945
894764,2.0,108657840.74161491,18.50371442719515
11762841,3.0,244458935.3354037,19.31455789913498
3439619,9.0,2643975.155279503,14.787794083267926
444267,6.0,234280455.5773292,19.272029483768776
6198415,5.0,6668092.1217391305,15.712844338255158
957359,4.0,715547711.4763975,20.38855883744394
2967115,9.0,72878513.00279503,18.10430440734332
963435,6.0,243048098.62515527,19.308769918446966
1653220,9.0,51093853.17236025,17.749174757769413
5835745,3.0,20359258.12204969,16.82904631096944
2480828,2.0,60619965.110559,17.920134854050364
1506960,3.0,32885045.80310559,17.308528577543306
1608670,11.0,28791286.5310559,17.175583348323382
1374014,6.0,106482541.57981366,18.483491600847913
13814145,1.0,81196.47701863354,11.30462713873852
754323,4.0,24565858.948757764,17.016868189338638
10707864,8.0,14206942.758695653,16.4692413297545
106328,12.0,285862712.102795,19.471022225921384
1357149,11.0,778667.2080745342,13.565339029563104
171626,12.0,144945733.79658386,18.79186998065723
518018,4.0,23685476.363975156,16.98037260661294
1743074,11.0,66060107.588509314,18.00607560657393
248222,6.0,342533467.3680124,19.65187992583586
2320355,1.0,82797313.08850932,18.231906168207086
997174,11.0,89646115.95465839,18.311380432533195
3361673,4.0,17140049.817080744,16.656928377610473
420532,8.0,12626105.05590062,16.35127705847549
8856075,12.0,40330246.84006211,17.512612287338186
1373922,12.0,51695894.57763975,17.76088892776934
5897288,4.0,21692200.01925466,16.892463307777152
732851,11.0,151620741.56583852,18.836892839530467
4752795,1.0,14091589.42763975,16.461088682881144
2910440,9.0,1507796.2366459628,14.226159696832736
197558,10.0,869812628.1481366,20.583788376472796
623452,2.0,581166011.8099378,20.180547008614454
3130706,2.0,38661607.67981366,17.47035761597588
223268,10.0,118055556.28881988,18.586665887637807
241471,8.0,475177850.6195652,19.979199714277335
20786,5.0,33235327.894099377,17.31912396133662
1748482,2.0,73470864.23913044,18.11239948068408
375183,2.0,160251780.33229813,18.89225676342127
1267018,12.0,12080001.902484471,16.307061907961366
57820,1.0,6802133.399689441,15.73274685619017
289591,11.0,236387176.63354036,19.280981597665974
940565,8.0,50875627.725465834,17.74489454023501
7723663,1.0,409969.8301242236,12.923838850910109
473260,12.0,1699310.9245341613,14.345733388345268
654742,12.0,170193566.47701862,18.95244697360662
1139962,8.0,31745606.532608695,17.273264896802296
37599,1.0,342916513.26863354,19.652997573954075
846828,5.0,22965845.816149067,16.949518705725634
2988222,4.0,23917019.18322981,16.990100863195764
1569634,1.0,217643456.7357143,19.198368762270213
65669,3.0,194146224.79285714,19.0841221691569
27567823,2.0,25701626.398757763,17.062064831861456
1690432,7.0,97856476.7916149,18.399012440638977
432364,6.0,794532.7114906833,13.585509436535114
5523710,4.0,10673430.254658384,16.18326805752229
15782460,1.0,6021983.9130434785,15.61092731665583
963301,4.0,51206684.8121118,17.751380644223723
101523,8.0,55834411.39161491,17.837900928881414
1181107,9.0,39500643.45062112,17.491827519627815
2018960,8.0,31255598.617080744,17.257709073846794
4619136,1.0,52223564.266770184,17.77104437372734
1882947,6.0,32947215.57391304,17.310417310756737
5961506,4.0,12044052.10279503,16.304081494611854
594240,12.0,125620296.39999999,18.648774394484622
473273,7.0,609404560.4624224,20.227992908016635
44302,4.0,287403328.3335404,19.476397112382575
1152416,1.0,30067962.984472048,17.21897081021821
13348042,9.0,49265.51956521739,10.804979715036442
4648834,4.0,113048569.65062112,18.543328104247497
4087825,8.0,22048753.288819876,16.908766618069098
184158,12.0,26694156.494720496,17.099955241541963
2932389,4.0,26731798.438509315,17.101364367501972
367085,6.0,307450891.5295031,19.54382593011399
2638660,2.0,12595839.80279503,16.348877143020797
6449273,9.0,417592.7409937888,12.942261932721777
195388,6.0,55551061.531677015,17.832813183348463
179064,9.0,1149924.2844720497,13.955206658582389
171623,9.0,173306346.51956522,18.970571375593845
948784,8.0,8275473.682608696,15.928806720200427
10016161,3.0,169581.26149068322,12.041087509742244
561006,6.0,63561379.208385095,17.96751659871116
652539,7.0,573950494.547205,20.168053704130962
1847843,10.0,7275920.527639751,15.800080896026104
10071292,4.0,173805938.84503105,18.973449940781563
5830099,8.0,32673661.641925465,17.30207985693945
3130501,9.0,37001523.43167702,17.42646964358999
473776,10.0,17130248.931677017,16.656356402108145
9615983,4.0,5804703.687267081,15.574179127412883
409754,5.0,6358700.759006211,15.66533463127253
67442,3.0,132130343.25434782,18.69929944224026
35278316,11.0,2478726.7080745343,14.723255562130355
4451435,9.0,123206127.30279502,18.629369342427577
18717177,4.0,800478710.8627329,20.500720495247563
1519350,12.0,109837886.51304348,18.51451607773344
2979644,12.0,1225142.0726708074,14.018567372926528
159980,10.0,30793476.377018634,17.242813419568805
675574,7.0,141284999.81801242,18.766289683619075
1354757,1.0,48614921.55621118,17.69944106965288
2372920,10.0,59065261.44968944,17.894153516829004
3069564,10.0,60551720.8068323,17.91900844716041
11242,7.0,140679027.1521739,18.76199145022182
6012106,12.0,40513585.03478261,17.517147908789305
