Movie Countries,log_revenues,Revenue with inflation,Countries_List,primary countries,United_States_of_America,United_Kingdom,France,Germany,Canada,South_Korea,Japan,Australia,Italy,Spain,Hong_Kong,New_Zealand,Ireland,China,Others
['United States of America'],16.209841433404772,10960861.423220972,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.392162990198727,13153033.707865167,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.209841433404772,10960861.423220972,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.619608150709805,44884727.52808988,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.90298861396472,21921722.846441943,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.49077527886684,39459101.1235955,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.767986051451324,52064091.760299616,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.90298861396472,21921722.846441943,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.90298861396472,21921722.846441943,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.546313670025985,15345205.99250936,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.432984984718985,13701076.779026216,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.679845062650507,17537378.277153555,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.50994602585511,14797162.921348313,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.12613216527893,27402153.55805243,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.710616721317262,18085421.34831461,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],20.680389929753364,958030267.3559924,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.209841433404772,10960861.423220972,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.392162990198727,13153033.707865167,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.16535287843221,28498239.70037453,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'Italy']",18.69474808319277,131530337.07865168,"['United States of America', 'Italy']","['United States of America', 'Italy']",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
['United States of America'],17.085310170758675,26306067.41573033,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United Kingdom'],18.28928297508461,87686891.38576777,['United Kingdom'],['United Kingdom'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.40376390187721,36170842.69662921,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.472205697872266,14249119.850187264,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.2745521703972,31786498.12734082,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.7595293414331,51625657.30337078,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.392162990198727,13153033.707865167,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],19.62756811701814,334306273.40823966,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.778457351318618,52612134.83146067,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United Kingdom'],16.769457221340197,19181507.490636703,['United Kingdom'],['United Kingdom'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.16535287843221,28498239.70037453,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.305151613209098,12056947.56554307,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.209841433404772,10960861.423220972,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.46260440190014,38363014.981273405,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.998298793769045,24113895.13108614,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.679845062650507,17537378.277153555,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.50994602585511,14797162.921348313,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.90298861396472,21921722.846441943,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.06425676156084,25758024.344569284,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.90298861396472,21921722.846441943,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.90298861396472,21921722.846441943,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.209841433404772,10960861.423220972,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'United Kingdom']",17.69144597432899,48227790.26217228,"['United States of America', 'United Kingdom']","['United States of America', 'United Kingdom']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.95030760824528,62476910.112359546,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],19.793360371860885,394591011.235955,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.851695319577168,20825636.704119846,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],19.205573706958763,219217228.46441945,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.50994602585511,14797162.921348313,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.615306541512936,16441292.134831458,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.858500058992156,56996479.40074906,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.209841433404772,10960861.423220972,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.615306541512936,16441292.134831458,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.12613216527893,27402153.55805243,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.392162990198727,13153033.707865167,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.209841433404772,10960861.423220972,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.963613235781153,23291830.524344567,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.34960337577993,12604990.63670412,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.63183584346415,16715313.670411984,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.432984984718985,13701076.779026216,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],18.22474445394704,82206460.67415729,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.25716042768533,31238455.056179773,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.90298861396472,21921722.846441943,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.46260440190014,38363014.981273405,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.305151613209098,12056947.56554307,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.209841433404772,10960861.423220972,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.308453722072883,32882584.26966292,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.392162990198727,13153033.707865167,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.472205697872266,14249119.850187264,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.46260440190014,38363014.981273405,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.769457221340197,19181507.490636703,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.392162990198727,13153033.707865167,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.851695319577168,20825636.704119846,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.546313670025985,15345205.99250936,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.432984984718985,13701076.779026216,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.308453722072883,32882584.26966292,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.90298861396472,21921722.846441943,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.596135794524663,43843445.69288389,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.546313670025985,15345205.99250936,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.472205697872266,14249119.850187264,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.679845062650507,17537378.277153555,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.46260440190014,38363014.981273405,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],18.155751582460088,76726029.96254681,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.79762809830689,19729550.56179775,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.392162990198727,13153033.707865167,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[],16.392162990198727,13153033.707865167,[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.432984984718985,13701076.779026216,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.90298861396472,21921722.846441943,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.020771649621103,24661938.202247187,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.79762809830689,19729550.56179775,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.221442345083254,30142368.91385768,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.044517452979388,9290634.92063492,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],18.52942410276739,111487619.04761904,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'Italy']",20.760530290222437,1037967478.4460316,"['United States of America', 'Italy']","['United States of America', 'Italy']",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
['United States of America'],16.83297481334366,20439396.825396825,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United Kingdom'],16.737664633539335,18581269.84126984,['United Kingdom'],['United Kingdom'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.1431297416475,27871904.76190476,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['Thailand', 'United Kingdom']",20.99469477803853,1311837650.7936506,"['Thailand', 'United Kingdom']","['Others', 'United Kingdom']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
['United States of America'],21.70125823499853,2659112440.2961903,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.737664633539335,18581269.84126984,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],19.040249726533386,185812698.4126984,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United Kingdom'],16.960808184853544,23226587.3015873,['United Kingdom'],['United Kingdom'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'United Kingdom']",13.875048133707915,1061345.6410819949,"['United States of America', 'United Kingdom']","['United States of America', 'United Kingdom']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],14.389126059243129,1774671.7944209634,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.33605025596391,33802666.77345731,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.598722918193783,43957020.96225697,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],13.852417827124844,1037596.7991546914,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],13.944369756418606,1137529.9469146235,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'France']",18.17929671728306,78553990.01851225,"['United States of America', 'France']","['United States of America', 'France']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'Australia']",20.20027801192905,592746875.6344041,"['United States of America', 'Australia']","['United States of America', 'Australia']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
['United States of America'],12.640879225051677,308932.8520710059,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United Kingdom'],10.857953143937248,51945.64404057481,['United Kingdom'],['United Kingdom'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],13.653545319614487,850470.7677937447,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],20.592907163967663,877780538.2918427,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],18.620622134318527,122133117.4289518,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.488644173958832,14485289.482333053,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.67462783704903,47423471.19742181,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'Ireland']",19.157569293858163,208942425.0729501,"['United States of America', 'Ireland']","['United States of America', 'Ireland']",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
['United States of America'],18.19185064908243,79546367.53833474,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],18.060677990208323,69767440.48516484,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.427740037770935,13629403.48381234,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],18.650922692678268,125890456.3439983,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['France', 'United States of America']",17.59133405850008,43633425.674133554,"['France', 'United States of America']","['France', 'United States of America']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],18.20657747980106,80726501.91813186,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],19.38407860664952,262058575.31699067,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],18.542537946315232,112959278.70819949,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],13.62212479113684,824163.9776838545,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],15.42016044880892,4976117.113567201,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],12.894955158240831,398297.7651732882,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],18.098871815517292,72483667.27768385,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],15.501195838957036,5396147.542941674,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],15.15785539222203,3828009.036644125,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],12.75371016593158,345832.61521555367,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['Australia'],12.223496004063271,203515.20612848687,['Australia'],['Australia'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"['United States of America', 'Japan']",17.972281066819626,63864937.94628064,"['United States of America', 'Japan']","['United States of America', 'Japan']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
['United States of America'],14.508022411154805,1998729.748816568,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],15.844921357442658,7609601.456508875,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],13.370427366926751,640770.9674133558,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'Ireland', 'United Kingdom']",16.8705089429129,21221151.253634825,"['United States of America', 'Ireland', 'United Kingdom']","['United States of America', 'Ireland', 'United Kingdom']",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
['United States of America'],14.911774306608152,2992962.646914624,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],14.013058987392707,1218412.0705409974,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United Kingdom'],17.21372068465012,29910516.072907858,['United Kingdom'],['United Kingdom'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],13.684809587696096,877480.1278106509,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.27019602375325,31648332.633262888,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],19.963110837358855,467593944.5241335,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.69655724151321,48474926.43537616,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.28249607526017,11786861.952071004,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.932846812904483,22586135.7341082,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],18.276476363337757,86571079.54725274,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],19.668394060421857,348237076.6118343,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['Spain'],16.692482973808445,17760420.53123415,['Spain'],['Spain'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
['United States of America'],17.83182657550865,55496281.44653423,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.053777317617083,9377064.48786982,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.458323125463593,14052672.166737108,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.65912010574301,46693713.81407438,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[],12.787262099524485,357632.8210481825,[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.692227398170143,48265491.33562976,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],14.479196927692264,1941937.8567202024,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'Sweden']",15.993829736637467,8831449.687616229,"['United States of America', 'Sweden']","['United States of America', 'Others']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
['Japan'],18.86441595421817,155851775.14792898,['Japan'],['Japan'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
['United States of America'],16.906499461051098,21998821.92557058,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],18.4598810086128,103997873.37848689,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],13.529316042624975,751116.4980557903,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.359975634450453,34621160.71513102,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],12.774067229128686,352944.89860524086,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['France'],15.924642945477135,8241088.111031275,['France'],['France'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],18.50993099147152,109335423.12781064,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],19.02738944863962,183438395.29695687,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'United Kingdom']",18.856347171507668,154599300.8060862,"['United States of America', 'United Kingdom']","['United States of America', 'United Kingdom']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.768561763261204,52094074.302620456,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],15.814473521489171,7381397.3501267955,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],14.921251132337614,3021461.257227388,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.583221240757478,15922141.421851223,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.368879868751794,12850327.672062552,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.347817205773936,34202770.44015215,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.229016640494645,30371542.940659337,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.699358566141907,48610910.81994928,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'Australia', 'New Zealand']",16.654076754936085,17091242.48550296,"['United States of America', 'Australia', 'New Zealand']","['United States of America', 'Australia', 'New Zealand']",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
['United States of America'],18.834602569890816,151273886.53207946,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'Canada']",16.80552472165757,19885964.14826712,"['United States of America', 'Canada']","['United States of America', 'Canada']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
['United States of America'],20.519779639092977,815881465.160524,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['France', 'Italy']",17.205387640843917,29662306.041039728,"['France', 'Italy']","['France', 'Italy']",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
['United States of America'],17.119658566230893,27225335.943533387,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],15.999050627262063,8877678.292730346,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.767833366218092,52056142.94915469,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],18.56322649494113,115320584.00579035,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.368483015406248,34916952.54133558,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.7188239615082,49566410.84116652,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'United Kingdom']",18.26802091477945,85842168.21639898,"['United States of America', 'United Kingdom']","['United States of America', 'United Kingdom']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
['United Kingdom'],14.10509508840282,1335872.35841082,['United Kingdom'],['United Kingdom'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],18.265248862934996,85604538.788377,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['India', 'United Kingdom']",13.6608227372064,856682.574260355,"['India', 'United Kingdom']","['Others', 'United Kingdom']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"['United States of America', 'Canada']",18.18946157802893,79356552.44539306,"['United States of America', 'Canada']","['United States of America', 'Canada']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
['United States of America'],18.66644492354884,127859801.84860525,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.66176074708815,46817178.10604395,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.72978040651626,50112468.45836855,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.003367447201274,24236430.39044801,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.03064717875132,24906694.450929835,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],13.046499136466537,463471.0193998309,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],18.765066717282583,141112318.63254437,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],18.413915797660167,99325788.44450548,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
