Wikipedia_movie_ID,Movie_runtime,Revenue_with_inflation,log_revenues,Interval
975900,98.0,23152682.320496894,16.957621198760567,1h30-2h
156558,123.0,48552718.73571429,17.698160749809627,2h-2h30
5566878,103.0,7559723.168322981,15.838345129538567,1h30-2h
570743,87.0,117634589.17453416,18.58309367581613,1h-1h30
366111,113.0,233115753.1242236,19.267045682692995,1h30-2h
703687,112.0,74212228.26273292,18.122439495943894,1h30-2h
277710,123.0,95441567.38136646,18.374024758307332,2h-2h30
22751,118.0,60154268.546583846,17.91242296289755,1h30-2h
2352505,96.0,12090663.732298136,16.307944120364308,1h30-2h
532618,89.0,233364977.52732918,19.26811421311855,1h-1h30
1232511,84.0,27941772.356211178,17.145633344148116,1h-1h30
3606413,102.0,13460393.238819875,16.415262097119612,1h30-2h
1267713,104.0,361806578.8437888,19.70662031440799,1h30-2h
3842309,121.0,107413944.6226708,18.492200569810702,2h-2h30
1474328,93.0,128094488.69068323,18.66827874244949,1h30-2h
2520368,100.0,507697.76180124225,13.137641592419254,1h30-2h
1010466,112.0,427615.0593167702,12.965978675746673,1h30-2h
2958168,91.0,7759705.186645962,15.864454900026107,1h30-2h
236122,113.0,165281648.92298135,18.92316153982856,1h30-2h
7893461,84.0,173317.5288819876,12.0628806182054,1h-1h30
1376896,89.0,22980100.14720497,16.95013918839127,1h-1h30
957792,86.0,331632964.2645963,19.61953938600895,1h-1h30
1218494,168.0,9912114.133540373,16.10926821690807,2h30-3h
2259388,102.0,624929.9677018634,13.345394870763261,1h30-2h
42507,131.0,71666233.86925466,18.087530258371935,2h-2h30
2216810,115.0,6632256.343478261,15.707455627565095,1h30-2h
17284460,109.0,100639.60931677019,11.519301189939155,1h30-2h
49800,94.0,453943003.7701863,19.933482205768104,1h30-2h
277666,95.0,22405605.658074535,16.924821738109923,1h30-2h
1312584,111.0,73647276.87142856,18.114797726278006,1h30-2h
1031292,144.0,116918075.21242236,18.57698403563957,2h-2h30
1135295,91.0,113142240.73291925,18.54415635264091,1h30-2h
1321163,95.0,9056693.979192546,16.019014708466997,1h30-2h
426761,97.0,487823.3310559006,13.097708592763068,1h30-2h
296377,40.0,22559149.557763975,16.93165128697596,0-1h
9985703,118.0,29282598.256832298,17.19250398140017,1h30-2h
2251266,117.0,744803091.6614907,20.428630434914073,1h30-2h
1983207,103.0,49104577.49254658,17.7094628163734,1h30-2h
1374201,93.0,43107876.591925465,17.57921628992974,1h30-2h
1514718,93.0,16903810.63695652,16.64304963595289,1h30-2h
12481451,99.0,693075.1223602485,13.448893673971243,1h30-2h
99304,184.0,742330636.1319876,20.425305303136945,3h-3h30
1184167,115.0,46283548.54099379,17.650297132825568,1h30-2h
894764,115.0,108657840.74161491,18.50371442719515,1h30-2h
11762841,88.0,244458935.3354037,19.31455789913498,1h-1h30
3439619,119.0,2643975.155279503,14.787794083267926,1h30-2h
444267,97.0,234280455.5773292,19.272029483768776,1h30-2h
6198415,104.0,6668092.1217391305,15.712844338255158,1h30-2h
957359,125.0,715547711.4763975,20.38855883744394,2h-2h30
1241597,119.0,25952280.200931676,17.071770032730623,1h30-2h
2967115,109.0,72878513.00279503,18.10430440734332,1h30-2h
963435,97.0,243048098.62515527,19.308769918446966,1h30-2h
1653220,101.0,51093853.17236025,17.749174757769413,1h30-2h
5835745,93.0,20359258.12204969,16.82904631096944,1h30-2h
2480828,96.0,60619965.110559,17.920134854050364,1h30-2h
1506960,86.0,32885045.80310559,17.308528577543306,1h-1h30
1608670,100.0,28791286.5310559,17.175583348323382,1h30-2h
2838499,108.0,855775.4385093168,13.659763282517146,1h30-2h
1374014,100.0,106482541.57981366,18.483491600847913,1h30-2h
13814145,91.0,81196.47701863354,11.30462713873852,1h30-2h
754323,99.0,24565858.948757764,17.016868189338638,1h30-2h
10707864,124.0,14206942.758695653,16.4692413297545,2h-2h30
106328,140.0,285862712.102795,19.471022225921384,2h-2h30
1357149,108.0,778667.2080745342,13.565339029563104,1h30-2h
171626,151.0,144945733.79658386,18.79186998065723,2h30-3h
518018,93.0,23685476.363975156,16.98037260661294,1h30-2h
1743074,96.0,66060107.588509314,18.00607560657393,1h30-2h
20179720,111.0,14478065.886024844,16.488145364593265,1h30-2h
248222,107.0,342533467.3680124,19.65187992583586,1h30-2h
2320355,85.0,82797313.08850932,18.231906168207086,1h-1h30
997174,92.0,89646115.95465839,18.311380432533195,1h30-2h
3361673,104.0,17140049.817080744,16.656928377610473,1h30-2h
420532,128.0,12626105.05590062,16.35127705847549,2h-2h30
5537493,95.0,8542416.024223601,15.960554432571916,1h30-2h
8856075,111.0,40330246.84006211,17.512612287338186,1h30-2h
1373922,94.0,51695894.57763975,17.76088892776934,1h30-2h
5897288,89.0,21692200.01925466,16.892463307777152,1h-1h30
732851,105.0,151620741.56583852,18.836892839530467,1h30-2h
4752795,125.0,14091589.42763975,16.461088682881144,2h-2h30
2910440,83.0,1507796.2366459628,14.226159696832736,1h-1h30
7784121,100.0,110716.45962732918,11.614727794431019,1h30-2h
702217,93.0,23861376.726086956,16.98777167314074,1h30-2h
197558,95.0,869812628.1481366,20.583788376472796,1h30-2h
623452,132.0,581166011.8099378,20.180547008614454,2h-2h30
3130706,95.0,38661607.67981366,17.47035761597588,1h30-2h
980601,83.0,810502.3214285714,13.605409484346945,1h-1h30
223268,110.0,118055556.28881988,18.586665887637807,1h30-2h
241471,108.0,475177850.6195652,19.979199714277335,1h30-2h
20786,147.0,33235327.894099377,17.31912396133662,2h-2h30
1748482,83.0,73470864.23913044,18.11239948068408,1h-1h30
375183,129.0,160251780.33229813,18.89225676342127,2h-2h30
142481,127.0,296147416.8677018,19.506367918271028,2h-2h30
1267018,98.0,12080001.902484471,16.307061907961366,1h30-2h
57820,112.0,6802133.399689441,15.73274685619017,1h30-2h
289591,126.0,236387176.63354036,19.280981597665974,2h-2h30
940565,116.0,50875627.725465834,17.74489454023501,1h30-2h
362335,94.0,1738327.7354037266,14.368434137458227,1h30-2h
7723663,120.0,409969.8301242236,12.923838850910109,1h30-2h
473260,85.0,1699310.9245341613,14.345733388345268,1h-1h30
654742,83.0,170193566.47701862,18.95244697360662,1h-1h30
1139962,94.0,31745606.532608695,17.273264896802296,1h30-2h
37599,143.0,342916513.26863354,19.652997573954075,2h-2h30
846828,131.0,22965845.816149067,16.949518705725634,2h-2h30
2988222,93.0,23917019.18322981,16.990100863195764,1h30-2h
1569634,112.0,217643456.7357143,19.198368762270213,1h30-2h
65669,144.0,194146224.79285714,19.0841221691569,2h-2h30
27567823,40.0,25701626.398757763,17.062064831861456,0-1h
4614452,86.0,1262068.4906832299,14.04826259215045,1h-1h30
1690432,87.0,97856476.7916149,18.399012440638977,1h-1h30
432364,109.0,794532.7114906833,13.585509436535114,1h30-2h
5523710,108.0,10673430.254658384,16.18326805752229,1h30-2h
15782460,93.0,6021983.9130434785,15.61092731665583,1h30-2h
963301,98.0,51206684.8121118,17.751380644223723,1h30-2h
101523,104.0,55834411.39161491,17.837900928881414,1h30-2h
