Movie Languages,log_revenues,Revenue with inflation,Languages_List,primary languages,Italian_Language,Arabic_Language,Russian_Language,German_Language,Spanish_Language,Standard_Mandarin,French_Language,Cantonese,Japanese_Language,English_Language,Korean_Language,Others
['English Language'],16.126936872898394,10088804.209800778,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
[],18.487818080584365,106944234.16988248,[],[],0,0,0,0,0,0,0,0,0,0,0,0
['English Language'],13.827287624746964,1011846.6894823036,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],20.494385744816423,795423905.3733112,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.891630796421023,58916444.10043381,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],15.95840835474085,8524102.992194917,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],19.134070228266957,204089713.71858585,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['Korean Language'],16.841716740161093,20618859.81992125,['Korean Language'],['Korean Language'],0,0,0,0,0,0,0,0,0,0,1,0
['English Language'],14.403287421023302,1799982.356768905,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['Japanese Language'],15.873831210129202,7832804.755350749,['Japanese Language'],['Japanese Language'],0,0,0,0,0,0,0,0,1,0,0,0
['English Language'],18.67635943780593,129133774.65201616,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
"['Russian Language', 'English Language']",21.379220898597456,1926982025.449489,"['Russian Language', 'English Language']","['Russian Language', 'English Language']",0,0,1,0,0,0,0,0,0,1,0,0
['English Language'],17.66623384107676,47027064.81552218,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],15.444882749843789,5100671.47016037,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],18.24257944973286,83685765.03527966,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.49157897508529,39490827.00122825,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.614277142947927,44646083.36936069,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
[],11.019949273604997,61080.58113452442,[],[],0,0,0,0,0,0,0,0,0,0,0,0
['English Language'],19.72600228130859,368887501.4155422,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
[],13.442287769560387,688511.823305487,[],[],0,0,0,0,0,0,0,0,0,0,0,0
['English Language'],15.716397876791175,6691829.595089593,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],19.336891496380613,249980005.9380907,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.88334891193483,21495386.99994338,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],18.62526831015285,122701889.65242994,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['Cantonese'],15.341900239455994,4601533.7944371365,['Cantonese'],['Cantonese'],0,0,0,0,0,0,0,1,0,0,0,0
['English Language'],18.75354118851026,139495261.16568813,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],19.585642772727617,320580115.2695628,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],18.908116890303837,162813656.036656,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.53756505991408,41349259.03449132,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],19.768520416665112,384910122.3915477,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
[],17.967739950962667,63575577.37107677,[],[],0,0,0,0,0,0,0,0,0,0,0,0
['French Language'],15.976730097977647,8681718.908616949,['French Language'],['French Language'],0,0,0,0,0,0,1,0,0,0,0,0
['English Language'],15.465265449678231,5205703.709678824,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.5682169289474,42636315.68477399,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
"['English Language', 'Spanish Language']",15.170598187500683,3877100.690283718,"['English Language', 'Spanish Language']","['English Language', 'Spanish Language']",0,0,0,0,1,0,0,0,0,1,0,0
[],15.152054826036364,3805868.692213211,[],[],0,0,0,0,0,0,0,0,0,0,0,0
['English Language'],18.224332591832223,82172609.91881321,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.556429701848216,15501226.407876512,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],19.51665777107544,299210462.31256044,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.406996707756637,13349596.368132442,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['Japanese Language'],17.04255929801346,25205160.115638908,['Japanese Language'],['Japanese Language'],0,0,0,0,0,0,0,0,1,0,0,0
['English Language'],16.934521643417412,22623995.378799096,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],18.405606059991364,98503837.028864,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],18.26601967600193,85670549.3230877,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.318587016526916,33217487.14746465,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['Tamil Language'],16.36077756010525,12746631.009521157,['Tamil Language'],['Others'],0,0,0,0,0,0,0,0,0,0,0,1
['English Language'],17.959235411696188,63037188.99448592,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],18.09628362937413,72296308.61856146,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.424548683385147,36930513.20339382,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.0814832913095,26205589.647725984,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
[],16.21770836980976,11047429.890829029,[],[],0,0,0,0,0,0,0,0,0,0,0,0
['English Language'],12.399937140136384,242786.3555014504,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.780737114363866,19399097.73339025,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
[],16.223787622173294,11114794.561051246,[],[],0,0,0,0,0,0,0,0,0,0,0,0
"['English Language', 'Spanish Language']",16.322332530032046,12265886.72234466,"['English Language', 'Spanish Language']","['English Language', 'Spanish Language']",0,0,0,0,1,0,0,0,0,1,0,0
['English Language'],18.59563725659788,119119441.3592254,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],19.1509309108656,207559978.9122756,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.495301181707237,39638093.927933656,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],18.375869496135195,95617794.54754914,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],19.905509292985645,441420852.75767225,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.738164746926206,18590564.907162208,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['Japanese Language'],13.726845473962468,915152.021307177,['Japanese Language'],['Japanese Language'],0,0,0,0,0,0,0,0,1,0,0,0
['English Language'],20.250484892781973,623266586.4077458,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],18.445451799809977,102508040.75025916,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],14.753885903209358,2555825.709055986,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],21.041063519102284,1374098228.5118077,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
[],17.565406689003087,42516665.608813815,[],[],0,0,0,0,0,0,0,0,0,0,0,0
['American English'],19.12650052311813,202550647.25060323,['American English'],['Others'],0,0,0,0,0,0,0,0,0,0,0,1
['English Language'],12.162471503139033,191467.1443940173,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],15.860488893773272,7728991.093756805,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['Russian Language'],15.310136243017071,4457667.668885076,['Russian Language'],['Russian Language'],0,0,1,0,0,0,0,0,0,0,0,0
['English Language'],16.05669967457,9404507.69737014,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.19752047588536,10826641.67112381,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
[],17.088347326578962,26386084.49214701,[],[],0,0,0,0,0,0,0,0,0,0,0,0
[],19.84466119833836,415362087.7285556,[],[],0,0,0,0,0,0,0,0,0,0,0,0
['English Language'],19.53351373089669,304296688.0257977,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
"['France', 'French Language', 'English Language']",15.39169557035097,4836469.499899823,"['France', 'French Language', 'English Language']","['Others', 'French Language', 'English Language']",0,0,0,0,0,0,1,0,0,1,0,1
"['Osetin Language', 'Georgian Language', 'Russian Language']",16.363887519165498,12786334.21578961,"['Osetin Language', 'Georgian Language', 'Russian Language']","['Others', 'Others', 'Russian Language']",0,0,1,0,0,0,0,0,0,0,0,1
['English Language'],17.26577334353304,31508671.245002046,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.99620817623029,65411469.5367257,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],20.68121672433832,958822689.1331435,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],20.82356793629144,1105504839.9223847,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],19.702854958248157,360446809.8273474,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],15.64576629290112,6235481.085002221,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.17484079631834,10583860.414274763,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],18.074910801009224,70767527.40714043,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.474494295111228,14281767.691163532,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
[],15.924995553973536,8243994.50109759,[],[],0,0,0,0,0,0,0,0,0,0,0,0
['English Language'],20.040609213538108,505272887.9847252,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['Korean Language'],17.406135791240263,36256737.76019844,['Korean Language'],['Korean Language'],0,0,0,0,0,0,0,0,0,0,1,0
['English Language'],17.479519220068525,39017437.520144254,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],18.36391969172284,94481980.49818374,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.416025179950427,36617073.54686969,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.75568933443518,51427794.55835082,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.771764533815514,52261187.13903673,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],12.464106114181542,258876.4278247689,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.578689691372468,15850152.685131144,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
[],17.392417078364733,35762738.25143514,[],[],0,0,0,0,0,0,0,0,0,0,0,0
['English Language'],18.65437717432662,126326094.63415857,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.09259159854588,26498312.204870336,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['Korean Language'],15.910325232458389,8123935.25828201,['Korean Language'],['Korean Language'],0,0,0,0,0,0,0,0,0,0,1,0
['English Language'],18.575155703515676,116704505.43738076,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.337197216214644,12449577.147159768,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.729118965462764,18423157.028798666,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],18.58759092844586,118164813.02168174,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['Chinese language'],17.365811501813795,34823795.91801179,['Chinese language'],['Others'],0,0,0,0,0,0,0,0,0,0,0,1
['Korean Language'],16.525800691470568,15033636.643901844,['Korean Language'],['Korean Language'],0,0,0,0,0,0,0,0,0,0,1,0
['English Language'],14.803247328284824,2685150.4779523853,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],19.368847056192912,258097261.96172372,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],20.589847183496023,875098652.3382579,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.954114847317417,23071643.03855937,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],15.839723133383,7570147.676768556,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.641711405567314,45887871.63427616,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.89174480689332,58923161.57497583,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],19.468617385293054,285176083.78535587,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],19.36440522288221,256953379.2949293,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],19.11119275029909,199473658.96210265,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],18.94525748674237,168974350.08819917,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],18.24481230544248,83872832.0426492,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],18.042991992990228,68544381.11945434,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],18.85923674961517,155046673.60917532,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.458292191681963,38197941.767068274,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
"['English Language', 'Spanish Language']",17.39744964227488,35943170.15401606,"['English Language', 'Spanish Language']","['English Language', 'Spanish Language']",0,0,0,0,1,0,0,0,0,1,0,0
"['Russian Language', 'German Language', 'English Language', 'Spanish Language']",20.12712167963089,550931852.4096385,"['Russian Language', 'German Language', 'English Language', 'Spanish Language']","['Russian Language', 'German Language', 'English Language', 'Spanish Language']",0,0,1,1,1,0,0,0,0,1,0,0
['English Language'],16.709792151807388,18070514.807881527,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.532400163835682,41136244.97991968,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.36132507067766,34667911.300000004,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],18.412597762005667,99194959.75130522,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.608096161295315,16323170.529869478,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
"['English Language', 'Russian Language']",17.946971399315643,62268821.3936747,"['English Language', 'Russian Language']","['English Language', 'Russian Language']",0,0,1,0,0,0,0,0,0,1,0,0
['English Language'],16.563075525843566,15604587.911044177,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.787017575700034,53064439.66425703,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
"['Hindi Language', 'Urdu Language', 'English Language']",15.44805232020193,5116864.055471888,"['Hindi Language', 'Urdu Language', 'English Language']","['Others', 'Others', 'English Language']",0,0,0,0,0,0,0,0,0,1,0,1
['English Language'],17.636998889405106,45672133.032630526,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.232827968922336,30487519.73810241,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.041770880700277,25185295.76275101,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.667576452329275,17323533.488504015,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],15.644965976938876,6230492.726355422,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],12.59075774122638,293830.3212851406,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],18.01071735375652,66367454.6686747,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],21.056881143802155,1396006006.3246486,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.762020978031334,51754450.06626506,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.577651830000804,43040488.772891566,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],19.397640197554075,265636714.2971888,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.254667102104186,31160664.43604418,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.681645000524934,17568972.894176707,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],15.568201800182193,5770110.564056225,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],15.518099818790908,5488139.234538153,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.44090534293644,13810025.100401606,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],12.734641611554958,339300.5635040161,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.85314446440108,56692045.30441767,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],19.269950651084518,233793931.5851908,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.68469655447683,17622667.447088353,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.741336438422437,18649622.0497992,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.52099151938696,14961510.869879518,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],14.620067156207716,2235704.963504016,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],18.587679843749665,118175320.14904618,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.791064637976994,19600480.47590361,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],18.05657706136009,69481915.03574297,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.232219450631092,30468973.168222893,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.02632514282829,24799279.116465863,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.697882095731654,48539191.20747992,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.230661472687306,30421540.139457837,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],15.202519484165991,4002859.281777109,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.47113452857831,38691656.04101406,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],18.24134782109926,83582758.69663654,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],14.528775397768928,2040642.7664156628,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.951157312832805,23003508.66320281,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],12.789895444073744,358575.8325803213,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
"['German Language', 'English Language']",19.045039579470973,186704848.8410141,"['German Language', 'English Language']","['German Language', 'English Language']",0,0,0,1,0,0,0,0,0,1,0,0
['English Language'],17.740178617154953,50636267.02540161,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.352954104686344,12647297.382831326,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.53904120607519,41410341.65682731,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],18.44080272286083,102032579.06626506,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],14.571637823415552,2130011.2586345384,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],18.13974226550982,75507478.74282129,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],15.781697358733677,7143385.336646587,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],11.170451477514783,71001.15883534137,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.633175650637085,16737723.976957832,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],19.96851664945425,470128514.05622494,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.021574540069693,24681746.987951808,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],11.399339135471797,89262.71330321285,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.864028101173254,21084065.027710844,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],14.97073896587613,3174748.4723895583,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],15.09464969092546,3593544.8293172694,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],15.824026292110153,7452248.017168675,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['Portuguese Language'],15.1700946383371,3875148.8709337353,['Portuguese Language'],['Others'],0,0,0,0,0,0,0,0,0,0,0,1
['English Language'],17.21018757347752,29805025.359337352,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.88456505274856,58501622.84447792,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],19.425094688659577,273030669.31691766,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.111547885224375,27005412.996435743,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
"['English Language', 'Spanish Language']",17.371497574415027,35022370.56977912,"['English Language', 'Spanish Language']","['English Language', 'Spanish Language']",0,0,0,0,1,0,0,0,0,1,0,0
['English Language'],18.27126360528802,86120979.60572289,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],19.010745372929964,180410500.90923697,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
"['French Language', 'English Language']",15.19498920048942,3972829.822941767,"['French Language', 'English Language']","['French Language', 'English Language']",0,0,0,0,0,0,1,0,0,1,0,0
['English Language'],16.508204610873413,14771417.343524097,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.19128592108914,10759352.357781123,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],19.064398823094216,190354527.01490965,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
"['Italian Language', 'English Language']",17.090567411556645,26444728.91566265,"['Italian Language', 'English Language']","['Italian Language', 'English Language']",1,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.93871486331982,61756813.243925706,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.73913820843893,18608670.91792169,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.69670321512696,48482003.01204819,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.267677968005138,11613490.657028113,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.760980968903876,19019607.31375502,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],13.967105296486888,1163688.5427208836,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],13.460099413058298,700885.2185742973,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.609599538510572,16347728.86812249,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.35195785691994,12634703.815261044,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.656892577699534,46589818.01546185,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],15.926598133563903,8257216.750451808,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.74656616584843,50960743.84919679,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.94527357212136,62163189.393172696,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],19.57938758794436,318581086.07725906,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.291238107018795,32321335.341365464,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
"['Hopi Language', 'English Language']",16.056493644026105,9402570.2811245,"['Hopi Language', 'English Language']","['Others', 'English Language']",0,0,0,0,0,0,0,0,0,1,0,1
['English Language'],18.92479571407684,165551968.75205824,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],19.107582171177956,198754742.1678213,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.765145011122016,19098970.883534137,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],19.370532535605303,258532646.3958333,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
"['Inuktitut', 'English Language']",18.213646957704604,81299218.15682732,"['Inuktitut', 'English Language']","['Others', 'English Language']",0,0,0,0,0,0,0,0,0,1,0,1
"['English Language', 'Spanish Language']",19.081249124352883,193589234.50266063,"['English Language', 'Spanish Language']","['English Language', 'Spanish Language']",0,0,0,0,1,0,0,0,0,1,0,0
"['Polish Language', 'Russian Language', 'English Language']",17.926689531535363,61018614.51285141,"['Polish Language', 'Russian Language', 'English Language']","['Others', 'Russian Language', 'English Language']",0,0,1,0,0,0,0,0,0,1,0,1
['English Language'],18.638445567850244,124329464.00471888,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.460613648860072,38286719.66034137,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.874978870826936,21316220.588235296,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.74010131612669,50632352.94117648,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],18.711540999779128,133757765.22058824,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.860850791989876,57130620.50882353,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.046954135566747,25316176.47058824,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
"['Swedish Language', 'English Language']",16.872600748421966,21265588.23529412,"['Swedish Language', 'English Language']","['Others', 'English Language']",0,0,0,0,0,0,0,0,0,1,0,1
