Wikipedia_movie_ID,Percentage_Women,Movie_name,log_revenues,Revenue_with_inflation,group
20987461,0,A Bloody Aria,13.651065263800264,848364.1661458333,0
10521327,0,U2 3D,17.387087738016792,35572653.41082103,0
1762869,0,The Squaw Man,15.78419759728342,7161267.849999999,0
28325333,0,Brought by the Sea,10.864250907340239,52273.81771196389,0
27601200,0,Valley of the Wolves: Palestine,16.622827476717067,16565412.192038728,0
26932731,0,Francis in the Haunted House,16.37360958230298,12911249.999999998,0
11033063,0,Žižek!,11.009333285961722,60435.580158730154,0
3756444,0,Blood Rain,16.878193322562353,21384850.795647718,0
603557,0,The Beast,12.894955158240833,398297.76517328824,0
5374465,0,Gumby: The Movie,18.60111281228107,119773475.45931758,0
165369,0,This is Cinerama,19.94546043308602,459413132.07547164,0
14674285,0,Hokkabaz,16.401619618146135,13278007.035813492,0
181229,0,The Great Escape,17.778253082091066,52601388.88888889,0
2430462,0,No Escape,17.226342846511994,30290444.160931174,0
4120842,0,The Pirates Who Don't Do Anything: A VeggieTales Movie,16.69863498976113,17870019.70392888,0
20394155,0,A Tale of Legendary Libido,14.665143932667602,2338789.2354263524,0
2498683,0,Brother 2,14.422809447953474,1835466.8989547037,0
23738867,0,My Ex,14.526420404547574,2035842.7207894207,0
35786558,0,Scarlet Angel,16.622825373926965,16565377.358490564,0
7394823,0,The Steel Helmet,18.02816793001755,67535769.23076923,0
12333653,0,An Eye for an Eye,16.999205386889702,24135766.53525852,0
16187144,0,Attack,16.88443520606897,21518749.999999996,0
6143584,0,Riot in Cell Block 11,16.628792849061732,16664526.37639405,0
6294854,0,Mr. Socrates,16.073148170439797,9560476.916436251,0
30743660,0,Natalie,14.15094109580547,1398542.3810397328,0
30863819,0,Taps,18.54018548341713,112693858.51402639,0
43307,0,K-19: The Widowmaker,18.487448202238028,106904685.12801555,0
35667098,0,Deranged,17.406135791240263,36256737.76019844,0
32260,0,U-571,19.195269136048566,216969887.81547618,0
11671832,0,Sleuth,15.743731054230604,6877261.234192782,0
34328420,0,Face-Off,15.282377400932493,4335629.62962963,0
6210573,0,The Desert Rats,16.305151613209098,12056947.56554307,0
7120714,0,Abbott and Costello Meet Dr. Jekyll and Mr. Hyde,16.392162990198727,13153033.707865167,0
31066828,0,Killing Them Softly,16.406996707756637,13349596.368132442,0
25893091,0,Exit Through the Gift Shop,15.779084626002051,7124745.94044649,0
29728734,0,Apollo 18,17.319818764937455,33258427.943664722,0
22267013,0,"Food, Inc.",15.649861665473274,6261070.065651663,0
20089961,0,Holding Trevor,10.07459198870141,23732.293360727683,0
732851,0,Behind Enemy Lines,18.836892839530467,151620741.56583852,0
15883481,0,Pahat pojat,15.843659098606059,7600002.229456521,0
5596645,0,Comedian,15.314427417450963,4476837.399332962,0
28732628,0,Hanamizuki,17.60598449040203,44277379.790695965,0
28480541,0,The Tillman Story,13.885283658373268,1072264.8571926476,0
27107657,0,Bring 'Em Back Alive,16.920168655437344,22301592.700729925,0
26737511,0,T.N.T. Jackson,15.858945182229824,7717068.965517241,0
26069013,0,Ejder Kapanı,15.645433797799035,6233408.162719668,0
297111,0,Reservoir Dogs,17.235913396115773,30581732.028403416,0
29130076,0,A Barefoot Dream,14.803386150776344,2685523.2631067247,0
18375567,0,Soo,14.403208624333073,1799840.5297045459,0
16815927,0,His Last Gift,14.741429020374591,2524185.5655750264,0
7444907,0,Poison,14.341209292704159,1691640.4434654918,0
4513177,0,Benji the Hunted,17.864506094129887,57339832.321478866,0
7537205,0,Taxidermia,9.714779047303567,16560.556746031747,0
156641,0,Stalag 17,17.40376390187721,36170842.69662921,0
14369179,0,The Secret of Kells,13.824179578187755,1008706.704997273,0
31256654,0,The Unjust,17.012488544139106,24458504.461422753,0
9139772,0,China Girl,14.994591361808759,3251384.169058098,0
16079090,0,Just Heroes,16.7427593491337,18676177.685443547,0
36353520,0,The Man Behind the Gun,16.90298861396472,21921722.846441943,0
4386957,0,Revenge of the Ninja,17.47113452857831,38691656.04101406,0
2366994,0,Les Boys,16.77728588203197,19332262.338660434,0
35766275,0,The Prince Who Was a Thief,16.62506645058128,16602543.269230768,0
633855,0,Hart's War,17.80093644163336,53808200.63271261,0
31890421,0,Sex & Philosophy,10.44675011837738,34432.291807475674,0
1660909,0,Operation Dumbo Drop,17.673598311133084,47374672.62880577,0
11701,0,Full Metal Jacket,18.596963453616116,119277522.00704224,0
13621335,0,Streets of Gold,15.732284600031875,6798989.798266423,0
7133888,0,The Lost Patrol,16.359682199222465,12732676.49253731,0
10004330,0,Halls of Montezuma,17.2868527983125,32179906.639004145,0
106328,0,Black Hawk Down,19.471022225921384,285862712.102795,0
33160508,0,The Servant,17.067740087681216,25847904.39345856,0
22548689,0,Comanche,16.331049967884184,12373281.249999998,0
872342,0,Praying with Anger,14.887194248323775,2920292.230933713,0
528069,0,The Corruptor,17.097318958241477,26623875.81632653,0
26562754,0,10 to 11,11.465519114082705,95369.97820888703,0
20596726,0,American Buffalo,13.980115893624637,1178927.7461440407,0
497890,0,The Adventures of Milo and Otis,17.261968596075114,31389016.480604835,0
12426930,0,Bandwagon,10.630737730674133,41387.64687699171,0
9247277,0,Forbidden Quest,16.936013957725592,22657782.695188493,0
29012574,0,Rare Exports: A Christmas Tale,15.49982356090456,5388747.606646916,0
2806974,0,The Isle,10.466582965627373,35121.99901277584,0
15401848,0,Le Grand Chef,17.194836426862842,29350978.03532328,0
7766450,0,Flywheel,10.98273187486408,58849.10326086956,0
